stop_id,day_of_week,arrival_delay,departure_delay,stop_name
8504176,0,-458.0,-332.0,"Lausanne, Tunnel"
8504176,4,5.0,5.0,"Lausanne, Tunnel"
8590442,0,0.0,0.0,"Lausanne, Riponne-M. Béjart"
8590442,4,19.0,0.0,"Lausanne, Riponne-M. Béjart"
8591987,2,932.0,940.0,"Lausanne, Beau-Site"
8591994,0,0.0,0.0,"Lausanne, Blécherette"
8591994,1,0.0,0.0,"Lausanne, Blécherette"
8591994,2,0.0,0.0,"Lausanne, Blécherette"
8591994,3,0.0,0.0,"Lausanne, Blécherette"
8591994,4,0.0,0.0,"Lausanne, Blécherette"
8591994,5,0.0,0.0,"Lausanne, Blécherette"
8591996,0,75.0,99.0,"Lausanne, Bois-Gentil"
8591996,1,83.0,107.0,"Lausanne, Bois-Gentil"
8591996,2,85.0,111.0,"Lausanne, Bois-Gentil"
8591996,3,82.0,106.0,"Lausanne, Bois-Gentil"
8591996,4,81.0,104.0,"Lausanne, Bois-Gentil"
8591996,5,79.0,102.0,"Lausanne, Bois-Gentil"
8592000,2,896.0,896.0,"Lausanne, Bossons"
8592001,0,4.0,35.0,"Lausanne, Boston"
8592001,1,40.0,82.0,"Lausanne, Boston"
8592001,2,24.5,59.0,"Lausanne, Boston"
8592001,3,19.0,53.0,"Lausanne, Boston"
8592001,4,27.0,58.0,"Lausanne, Boston"
8592001,5,15.0,43.5,"Lausanne, Boston"
8592003,0,80.0,96.0,"Lausanne, casernes"
8592003,1,87.0,105.0,"Lausanne, casernes"
8592003,2,90.0,108.0,"Lausanne, casernes"
8592003,3,87.0,105.0,"Lausanne, casernes"
8592003,4,87.0,105.0,"Lausanne, casernes"
8592003,5,93.0,108.0,"Lausanne, casernes"
8592004,0,70.0,118.0,"Lausanne, Cécil"
8592004,1,83.0,126.0,"Lausanne, Cécil"
8592004,2,92.0,131.0,"Lausanne, Cécil"
8592004,3,82.5,125.0,"Lausanne, Cécil"
8592004,4,82.0,125.0,"Lausanne, Cécil"
8592004,5,71.0,117.0,"Lausanne, Cécil"
8592010,0,1.0,45.5,"Lausanne, Chauderon"
8592010,1,11.0,55.0,"Lausanne, Chauderon"
8592010,2,17.0,60.0,"Lausanne, Chauderon"
8592010,3,10.0,52.0,"Lausanne, Chauderon"
8592010,4,7.0,51.0,"Lausanne, Chauderon"
8592010,5,2.0,45.0,"Lausanne, Chauderon"
8592033,4,150.5,153.0,"Lausanne, Druey"
8592034,4,145.5,145.5,"Lausanne, Druey-Collège"
8592046,0,0.0,13.0,"Lausanne, Fontenay"
8592050,0,0.0,12.0,"Lausanne, gare"
8592050,1,0.0,13.0,"Lausanne, gare"
8592050,2,0.0,13.0,"Lausanne, gare"
8592050,3,0.0,13.0,"Lausanne, gare"
8592050,4,0.0,12.0,"Lausanne, gare"
8592050,5,0.0,10.0,"Lausanne, gare"
8592056,2,918.0,918.0,"Lausanne, Grattapaille"
8592060,0,55.0,79.0,"Lausanne, Beaulieu-Jomini"
8592060,1,68.0,95.5,"Lausanne, Beaulieu-Jomini"
8592060,2,69.0,97.0,"Lausanne, Beaulieu-Jomini"
8592060,3,68.0,92.0,"Lausanne, Beaulieu-Jomini"
8592060,4,68.0,95.0,"Lausanne, Beaulieu-Jomini"
8592060,5,69.0,95.0,"Lausanne, Beaulieu-Jomini"
8592064,0,1.0,1.0,"Lausanne, Languedoc"
8592076,0,98.0,109.0,"Lausanne, Mont-Blanc"
8592076,1,111.0,122.0,"Lausanne, Mont-Blanc"
8592076,2,114.0,126.0,"Lausanne, Mont-Blanc"
8592076,3,110.0,122.0,"Lausanne, Mont-Blanc"
8592076,4,110.0,122.0,"Lausanne, Mont-Blanc"
8592076,5,114.0,123.0,"Lausanne, Mont-Blanc"
8592085,4,273.0,275.0,"Lausanne, Oiseaux"
8592088,0,73.0,85.0,"Lausanne, Parc Vélodrome"
8592088,1,80.0,93.0,"Lausanne, Parc Vélodrome"
8592088,2,84.0,95.0,"Lausanne, Parc Vélodrome"
8592088,3,81.0,94.0,"Lausanne, Parc Vélodrome"
