stop_id,day_of_week,arrival_delay,departure_delay,stop_name
8591980,0,112.0,126.5,"Lausanne, Aubépines"
8591980,1,129.0,145.0,"Lausanne, Aubépines"
8591980,2,133.0,147.0,"Lausanne, Aubépines"
8591980,3,126.0,141.0,"Lausanne, Aubépines"
8591980,4,138.0,151.0,"Lausanne, Aubépines"
8591980,5,121.0,134.0,"Lausanne, Aubépines"
8591980,6,65.0,82.0,"Lausanne, Aubépines"
8591984,2,1007.0,1007.0,"Lausanne, Beaulieu"
8591984,4,280.5,290.0,"Lausanne, Beaulieu"
8591984,5,531.0,531.0,"Lausanne, Beaulieu"
8591984,6,146.5,150.5,"Lausanne, Beaulieu"
8591987,2,1127.0,1127.0,"Lausanne, Beau-Site"
8591987,4,284.0,286.0,"Lausanne, Beau-Site"
8591987,5,701.0,721.0,"Lausanne, Beau-Site"
8591987,6,156.0,174.5,"Lausanne, Beau-Site"
8591988,0,51.0,87.0,"Lausanne, Bel-Air"
8591988,1,60.0,96.0,"Lausanne, Bel-Air"
8591988,2,62.0,99.0,"Lausanne, Bel-Air"
8591988,3,60.0,96.0,"Lausanne, Bel-Air"
8591988,4,64.0,101.0,"Lausanne, Bel-Air"
8591988,5,44.0,80.0,"Lausanne, Bel-Air"
8591988,6,17.0,45.0,"Lausanne, Bel-Air"
8591992,2,1005.0,1005.0,"Lausanne, Bergières"
8591992,4,260.0,249.0,"Lausanne, Bergières"
8591992,5,576.0,576.0,"Lausanne, Bergières"
8591992,6,131.5,141.5,"Lausanne, Bergières"
8591993,0,91.0,107.0,"Lausanne, Béthanie"
8591993,1,95.0,115.0,"Lausanne, Béthanie"
8591993,2,96.5,115.0,"Lausanne, Béthanie"
8591993,3,94.0,112.5,"Lausanne, Béthanie"
8591993,4,98.0,116.0,"Lausanne, Béthanie"
8591993,5,92.0,107.0,"Lausanne, Béthanie"
8591993,6,69.0,82.0,"Lausanne, Béthanie"
8591994,0,0.0,0.0,"Lausanne, Blécherette"
8591994,1,0.0,0.0,"Lausanne, Blécherette"
8591994,2,0.0,0.0,"Lausanne, Blécherette"
8591994,3,0.0,0.0,"Lausanne, Blécherette"
8591994,4,0.0,0.0,"Lausanne, Blécherette"
8591994,5,0.0,0.0,"Lausanne, Blécherette"
8591994,6,0.0,0.0,"Lausanne, Blécherette"
8591996,0,60.0,78.0,"Lausanne, Bois-Gentil"
8591996,1,65.0,85.0,"Lausanne, Bois-Gentil"
8591996,2,65.0,87.0,"Lausanne, Bois-Gentil"
8591996,3,63.0,83.0,"Lausanne, Bois-Gentil"
8591996,4,65.0,86.0,"Lausanne, Bois-Gentil"
8591996,5,50.0,67.0,"Lausanne, Bois-Gentil"
8591996,6,52.0,68.0,"Lausanne, Bois-Gentil"
8591998,2,1026.0,1111.0,"Lausanne, Boisy"
8591998,4,296.0,319.5,"Lausanne, Boisy"
8591998,5,627.0,627.0,"Lausanne, Boisy"
8591998,6,165.0,180.0,"Lausanne, Boisy"
8592000,2,1136.0,1138.0,"Lausanne, Bossons"
8592000,4,301.0,201.0,"Lausanne, Bossons"
8592000,5,653.0,707.0,"Lausanne, Bossons"
8592000,6,171.0,165.0,"Lausanne, Bossons"
8592001,0,84.0,97.0,"Lausanne, Boston"
8592001,1,70.0,105.0,"Lausanne, Boston"
8592001,2,84.5,102.0,"Lausanne, Boston"
8592001,3,66.5,77.0,"Lausanne, Boston"
8592001,4,65.5,74.0,"Lausanne, Boston"
8592001,5,50.5,69.0,"Lausanne, Boston"
8592001,6,73.5,87.0,"Lausanne, Boston"
8592003,0,62.0,79.0,"Lausanne, casernes"
8592003,1,68.0,87.0,"Lausanne, casernes"
8592003,2,73.0,93.0,"Lausanne, casernes"
8592003,3,67.0,85.0,"Lausanne, casernes"
8592003,4,75.0,94.0,"Lausanne, casernes"
